"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9999,0.975943651797002,27685,0.982897006976221,26662,0.542488778123102,32093,0.525146885977319,32093
"1.1","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9997,0.975036023054755,27760,0.982205072490915,26693,0.545495802271841,32093,0.527310279148921,32093
"1.2","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9995,0.974642112078268,27802,0.981955675351902,26712,0.547321541138191,32093,0.528714993066854,32093
"1.3","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.999,0.973760723644065,27859,0.981329042879593,26726,0.54982860728969,32093,0.530450783183398,32093
"1.4","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.997,0.97220632422378,27956,0.980300538277512,26752,0.55446154468659,32093,0.533944580533754,32093
"1.5","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.995,0.971525423728814,28025,0.979914880907937,26786,0.557455029528519,32093,0.536374289792469,32093
"1.6","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.99,0.96992,28125,0.978694029850746,26800,0.562117663848834,32093,0.539411876700617,32093
"1.7","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.97,0.961878260869565,28750,0.971751203258053,27010,0.607637492452945,32093,0.57645959364605,32093
"1.8","Multinomial",1500,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.95,0.959071218159764,28855,0.969713819691578,26976,0.612286978413713,32093,0.578550734808621,32093
"11","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9999,0.976377099512371,27685,0.983058470764618,26680,0.533540192504512,32096,0.51672011273597,32096
"1.11","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9997,0.975504322766571,27760,0.982405570321566,26713,0.53653085460204,32096,0.518943665005416,32096
"1.21","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9995,0.975181641608517,27802,0.982196289646918,26736,0.5383901392499,32096,0.520457501442813,32096
"1.31","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.999,0.974299149287483,27859,0.981570093457944,26750,0.540863462419369,32096,0.522169098705511,32096
"1.41","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.997,0.972814422664187,27956,0.980619865571322,26780,0.545474426001221,32096,0.525764504965191,32096
"1.51","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.995,0.972167707404104,28025,0.980234943128846,26815,0.548450194801333,32096,0.528192686105199,32096
"1.61","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.99,0.970524444444444,28125,0.978976404368733,26827,0.553019760286893,32096,0.531119236190781,32096
"1.71","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.97,0.962608695652174,28750,0.972156485726963,27044,0.597919551720531,32096,0.567873657855208,32096
"1.81","Multinomial",1500,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.95,0.959868307052504,28855,0.970200636706893,27014,0.602556546658013,32096,0.570071277972182,32096
